ID,adj.P.Val,P.Value,t,B,logFC,Gene,Genetitle
41672_at,1.37E-02,6.34E-03,-2.86501,-2.77223,-0.2248958,FBXL14,F-box and leucine rich repeat protein 14
40219_at,1.37E-02,6.34E-03,-2.864704,-2.77297,-0.1819548,,
32585_at,1.37E-02,6.34E-03,2.864491,-2.77348,0.4740732,EPB41L2,erythrocyte membrane protein band 4.1 like 2
32730_at,1.37E-02,6.35E-03,2.864304,-2.77393,0.4858814,TSPYL5,TSPY like 5
33292_at,1.37E-02,6.35E-03,-2.864132,-2.77435,-0.1970102,DNAL4,dynein axonemal light chain 4
40553_at,1.37E-02,6.35E-03,-2.863933,-2.77483,-0.1510731,LOC728488,POM121 membrane glycoprotein (rat) pseudogene
40196_at,1.37E-02,6.37E-03,2.863077,-2.77689,0.264239,CTDSPL,CTD small phosphatase like
34055_at,1.37E-02,6.37E-03,-2.863041,-2.77698,-0.1655365,ACVR1B,activin A receptor type 1B
34285_at,1.37E-02,6.37E-03,-2.862923,-2.77726,-0.1547394,KLHL18,kelch like family member 18
32759_at,1.37E-02,6.37E-03,-2.862811,-2.77753,-0.1597741,,
33835_at,1.37E-02,6.39E-03,2.86208,-2.7793,0.4015465,TSPYL4,TSPY like 4
35087_at,1.37E-02,6.39E-03,-2.861976,-2.77955,-0.1264155,,
37955_at,1.37E-02,6.39E-03,2.861941,-2.77963,0.4231882,CNPY2,canopy FGF signaling regulator 2
34756_g_at,1.37E-02,6.39E-03,2.861837,-2.77989,0.2241268,PARP2,poly(ADP-ribose) polymerase 2
36562_at,1.38E-02,6.40E-03,-2.861266,-2.78126,-0.1857232,CTIF,cap binding complex dependent translation initiation factor
32247_at,1.38E-02,6.41E-03,-2.860505,-2.7831,-0.1357166,,
38559_at,1.38E-02,6.42E-03,-2.859952,-2.78443,-0.1696142,TET3,tet methylcytosine dioxygenase 3
32359_at,1.38E-02,6.43E-03,-2.85962,-2.78523,-0.197256,WISP1,WNT1 inducible signaling pathway protein 1
32438_at,1.39E-02,6.45E-03,2.858522,-2.78788,0.2256846,SNORD54///RPS20,"small nucleolar RNA, C/D box 54///ribosomal protein S20"
40604_at,1.39E-02,6.45E-03,2.858312,-2.78839,0.3042351,DYRK2,dual specificity tyrosine phosphorylation regulated kinase 2
683_at,1.39E-02,6.46E-03,-2.857985,-2.78917,-0.1407972,OTC,ornithine carbamoyltransferase
41524_at,1.39E-02,6.46E-03,2.857868,-2.78946,0.4706213,INPP1,inositol polyphosphate-1-phosphatase
38163_at,1.39E-02,6.46E-03,-2.857538,-2.79025,-0.3513253,RIMS2,regulating synaptic membrane exocytosis 2
36014_at,1.39E-02,6.47E-03,2.856924,-2.79173,0.6279313,ADGRG6,adhesion G protein-coupled receptor G6
33534_at,1.39E-02,6.48E-03,-2.856811,-2.792,-0.2264139,ESM1,endothelial cell specific molecule 1
32482_at,1.39E-02,6.48E-03,-2.856308,-2.79321,-0.4915977,ATP12A,ATPase H+/K+ transporting non-gastric alpha2 subunit
37446_at,1.39E-02,6.49E-03,-2.85588,-2.79425,-0.2361014,GPRASP1,G protein-coupled receptor associated sorting protein 1
41253_s_at,1.39E-02,6.50E-03,2.855417,-2.79536,0.3178305,PLEKHB2,pleckstrin homology domain containing B2
34876_at,1.39E-02,6.50E-03,2.855356,-2.79551,0.5116793,CPD,carboxypeptidase D
37842_at,1.40E-02,6.52E-03,2.854298,-2.79806,0.3937246,MDFIC,MyoD family inhibitor domain containing
35409_r_at,1.40E-02,6.54E-03,-2.853238,-2.80061,-0.1473265,LOC101060181///ZNF44,zinc finger protein ZnFP12///zinc finger protein 44
40578_s_at,1.40E-02,6.54E-03,-2.85293,-2.80135,-0.3269301,TMOD1,tropomodulin 1
39641_at,1.40E-02,6.55E-03,-2.852662,-2.802,-0.1982037,CCNO,cyclin O
33067_at,1.40E-02,6.55E-03,-2.852399,-2.80263,-0.2119924,HIST1H1A,"histone cluster 1, H1a"
38279_at,1.41E-02,6.56E-03,-2.851838,-2.80398,-0.2165826,GNAZ,G protein subunit alpha z
39666_at,1.41E-02,6.57E-03,-2.851458,-2.80489,-0.2855509,GNG4,G protein subunit gamma 4
39186_s_at,1.41E-02,6.60E-03,-2.849808,-2.80886,-0.222847,,
737_at,1.42E-02,6.62E-03,-2.848395,-2.81226,-0.2706138,POM121L1P,"POM121 transmembrane nucleoporin like 1, pseudogene"
40114_at,1.42E-02,6.62E-03,-2.84822,-2.81268,-0.160862,AFP,alpha fetoprotein
39520_at,1.42E-02,6.63E-03,-2.847684,-2.81397,-0.1443378,ANKLE2,ankyrin repeat and LEM domain containing 2
33130_at,1.43E-02,6.66E-03,-2.846278,-2.81735,-0.1573475,HOXD1,homeobox D1
36850_at,1.43E-02,6.67E-03,-2.84559,-2.819,-0.2214464,TUSC3,tumor suppressor candidate 3
35145_at,1.43E-02,6.68E-03,-2.845081,-2.82023,-0.4672706,MNT,MAX network transcriptional repressor
35970_g_at,1.43E-02,6.68E-03,-2.845002,-2.82042,-0.2048742,MPHOSPH9,M-phase phosphoprotein 9
41696_at,1.43E-02,6.69E-03,2.844536,-2.82154,0.2627129,GGCT,gamma-glutamylcyclotransferase
34190_at,1.43E-02,6.70E-03,-2.843944,-2.82296,-0.1612305,COCH,cochlin
36052_at,1.43E-02,6.70E-03,-2.843686,-2.82358,-0.226457,ADD2,adducin 2
36398_at,1.44E-02,6.72E-03,-2.843054,-2.8251,-0.274879,CTCF,CCCTC-binding factor
40990_at,1.44E-02,6.74E-03,2.841519,-2.82878,0.5723387,TSPAN5,tetraspanin 5
33490_at,1.44E-02,6.75E-03,-2.840886,-2.8303,-0.1220661,TXK,TXK tyrosine kinase
33514_at,1.45E-02,6.76E-03,2.840477,-2.83128,0.1758607,CAMK4,calcium/calmodulin dependent protein kinase IV
41747_s_at,1.45E-02,6.78E-03,2.839741,-2.83305,0.3373905,MEF2A,myocyte enhancer factor 2A
40587_s_at,1.45E-02,6.78E-03,2.839251,-2.83423,0.3521067,EEF1E1,eukaryotic translation elongation factor 1 epsilon 1
33554_at,1.45E-02,6.79E-03,-2.838749,-2.83543,-0.1586276,LOC100129973,uncharacterized LOC100129973
32301_at,1.45E-02,6.79E-03,-2.83865,-2.83567,-0.1938487,GUCY1A2,guanylate cyclase 1 soluble subunit alpha 2
34442_at,1.45E-02,6.81E-03,-2.837964,-2.83731,-0.2212846,BRINP3,BMP/retinoic acid inducible neural specific 3
34786_at,1.45E-02,6.81E-03,2.837663,-2.83804,0.6874382,KDM3A,lysine demethylase 3A
1918_at,1.46E-02,6.82E-03,-2.837283,-2.83895,-0.2650478,SKI,SKI proto-oncogene
32331_at,1.46E-02,6.85E-03,2.835415,-2.84343,0.2448729,LOC100507855///AK4,"adenylate kinase 4, mitochondrial-like///adenylate kinase 4"
41799_at,1.46E-02,6.86E-03,-2.835299,-2.84371,-0.1445558,CNP,"2',3'-cyclic nucleotide 3' phosphodiesterase"
36077_at,1.46E-02,6.86E-03,-2.834881,-2.84471,-0.2539715,IFT27,intraflagellar transport 27
38872_at,1.47E-02,6.87E-03,-2.834347,-2.84599,-0.1668595,ZNF230,zinc finger protein 230
37393_at,1.47E-02,6.89E-03,2.833427,-2.84819,0.4217406,HES1,hes family bHLH transcription factor 1
34045_at,1.47E-02,6.89E-03,-2.833303,-2.84849,-0.1563025,CT62,cancer/testis antigen 62
34808_at,1.47E-02,6.90E-03,-2.833108,-2.84895,-0.2574348,SIK3,SIK family kinase 3
1944_f_at,1.47E-02,6.91E-03,-2.832411,-2.85063,-0.24244,MLH1,mutL homolog 1
40172_g_at,1.47E-02,6.91E-03,-2.83221,-2.85111,-0.2901887,FRAT2,frequently rearranged in advanced T-cell lymphomas 2
32640_at,1.48E-02,6.93E-03,-2.83106,-2.85386,-0.5727508,ICAM1,intercellular adhesion molecule 1
35505_at,1.48E-02,6.94E-03,-2.830632,-2.85489,-0.1841746,ARID1A,AT-rich interaction domain 1A
34849_at,1.48E-02,6.94E-03,2.830412,-2.85541,0.2839027,SARS,seryl-tRNA synthetase
32867_at,1.48E-02,6.96E-03,-2.829303,-2.85807,-0.1709708,CHM,"CHM, Rab escort protein 1"
40938_at,1.48E-02,6.97E-03,-2.82919,-2.85834,-0.1687501,C11orf80///RCE1,chromosome 11 open reading frame 80///Ras converting CAAX endopeptidase 1
40293_at,1.48E-02,6.97E-03,-2.82895,-2.85891,-0.2947596,FBP2,fructose-bisphosphatase 2
35384_at,1.49E-02,6.98E-03,-2.828396,-2.86024,-0.18444,HRH1,histamine receptor H1
1905_s_at,1.49E-02,7.00E-03,2.827527,-2.86232,0.1582815,RB1,RB transcriptional corepressor 1
AFFX-TrpnX-5_at,1.49E-02,7.00E-03,-2.827211,-2.86307,-0.2662358,,
34633_s_at,1.49E-02,7.01E-03,-2.82706,-2.86344,-0.141184,GP5,glycoprotein V platelet
35089_at,1.49E-02,7.01E-03,2.82691,-2.86379,0.2149371,NRG2,neuregulin 2
1559_at,1.49E-02,7.02E-03,2.826442,-2.86491,0.1588492,PAK2,p21 (RAC1) activated kinase 2
35945_at,1.49E-02,7.02E-03,-2.826175,-2.86555,-0.1691253,DLG2,discs large MAGUK scaffold protein 2
38944_at,1.50E-02,7.04E-03,-2.825045,-2.86826,-0.3661316,SMAD3,SMAD family member 3
37651_at,1.50E-02,7.05E-03,2.824784,-2.86888,0.7569051,RCOR1,REST corepressor 1
1525_s_at,1.50E-02,7.05E-03,-2.824784,-2.86888,-0.2237577,FGF8,fibroblast growth factor 8
32656_at,1.50E-02,7.08E-03,2.823227,-2.8726,0.1523913,MPDZ,multiple PDZ domain crumbs cell polarity complex component
37848_at,1.50E-02,7.08E-03,-2.823103,-2.8729,-0.1496959,PPFIBP1,PPFIA binding protein 1
31624_at,1.51E-02,7.09E-03,-2.822366,-2.87466,-0.1901911,ALX3,ALX homeobox 3
34322_r_at,1.51E-02,7.10E-03,2.821822,-2.87596,0.1190939,FAM3C,family with sequence similarity 3 member C
40181_f_at,1.51E-02,7.11E-03,-2.82128,-2.87725,-0.1497057,IRS2,insulin receptor substrate 2
40401_at,1.51E-02,7.12E-03,-2.820825,-2.87834,-0.2420011,DOK5,docking protein 5
39065_s_at,1.51E-02,7.13E-03,2.82037,-2.87943,0.5914278,TTC3P1///TTC3,tetratricopeptide repeat domain 3 pseudogene 1///tetratricopeptide repeat domain 3
40729_s_at,1.51E-02,7.13E-03,-2.820367,-2.87943,-0.352603,LTB,lymphotoxin beta
41479_s_at,1.52E-02,7.15E-03,-2.819552,-2.88138,-0.1543948,RAD51C,RAD51 paralog C
33112_at,1.52E-02,7.16E-03,2.818916,-2.8829,0.103787,CD160,CD160 molecule
40025_at,1.52E-02,7.16E-03,-2.818877,-2.88299,-0.1484325,ATP5S,"ATP synthase, H+ transporting, mitochondrial Fo complex subunit s (factor B)"
33080_s_at,1.52E-02,7.18E-03,-2.817573,-2.8861,-0.2964439,RAP1GAP,RAP1 GTPase activating protein
34271_at,1.52E-02,7.19E-03,-2.81748,-2.88633,-0.1490664,APOBEC2,apolipoprotein B mRNA editing enzyme catalytic subunit 2
34843_at,1.52E-02,7.19E-03,-2.817429,-2.88645,-0.1517144,ZNF516,zinc finger protein 516
1316_at,1.53E-02,7.20E-03,-2.816763,-2.88804,-0.1330658,THRA,"thyroid hormone receptor, alpha"
1621_at,1.53E-02,7.20E-03,-2.816615,-2.88839,-0.2407796,CDC5L,cell division cycle 5 like
40957_at,1.53E-02,7.20E-03,2.816587,-2.88846,0.3283147,SUZ12,SUZ12 polycomb repressive complex 2 subunit
41326_at,1.53E-02,7.21E-03,-2.816439,-2.88881,-0.2645891,KCNK3,potassium two pore domain channel subfamily K member 3
40840_at,1.53E-02,7.21E-03,-2.816424,-2.88885,-0.439951,PPIF,peptidylprolyl isomerase F
37866_at,1.53E-02,7.21E-03,-2.816222,-2.88933,-0.2412917,LINC01314,long intergenic non-protein coding RNA 1314
36792_at,1.53E-02,7.21E-03,2.815998,-2.88986,0.8001916,TPM1,tropomyosin 1 (alpha)
40711_at,1.53E-02,7.23E-03,-2.815245,-2.89166,-0.294102,YTHDC1,YTH domain containing 1
41129_at,1.53E-02,7.23E-03,2.815116,-2.89197,0.3645825,TMEM41B,transmembrane protein 41B
35100_at,1.53E-02,7.24E-03,-2.814578,-2.89325,-0.1419774,ST8SIA3,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 3"
33108_i_at,1.54E-02,7.26E-03,-2.813401,-2.89606,-0.7810716,SOX2,SRY-box 2
1128_s_at,1.54E-02,7.27E-03,-2.813092,-2.89679,-0.1458877,CCR1,C-C motif chemokine receptor 1
41022_r_at,1.54E-02,7.28E-03,2.81256,-2.89806,0.1325803,GPD2,glycerol-3-phosphate dehydrogenase 2
39902_at,1.54E-02,7.29E-03,-2.812168,-2.899,-0.189548,,
40412_at,1.54E-02,7.30E-03,2.811623,-2.9003,0.3200901,PTTG1,pituitary tumor-transforming 1
34688_at,1.54E-02,7.30E-03,2.811387,-2.90086,0.3211978,CAMSAP2,calmodulin regulated spectrin associated protein family member 2
40874_at,1.54E-02,7.30E-03,2.81126,-2.90116,0.4071733,CDV3,CDV3 homolog
34822_at,1.54E-02,7.31E-03,2.811156,-2.90141,0.1916165,TP53BP2,tumor protein p53 binding protein 2
367_at,1.55E-02,7.31E-03,-2.81095,-2.9019,-0.126158,NEK3,NIMA related kinase 3
34069_s_at,1.55E-02,7.33E-03,-2.810043,-2.90406,-0.3135948,SS18,"SS18, nBAF chromatin remodeling complex subunit"
41609_at,1.55E-02,7.34E-03,2.809486,-2.90539,0.6196843,HLA-DMB,"major histocompatibility complex, class II, DM beta"
41548_at,1.56E-02,7.37E-03,-2.808083,-2.90873,-0.1422371,ZRSR2,"zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2"
40602_at,1.56E-02,7.37E-03,-2.808082,-2.90873,-0.316901,SPRED2,sprouty related EVH1 domain containing 2
1705_s_at,1.56E-02,7.37E-03,2.807939,-2.90907,0.1111931,RARB,retinoic acid receptor beta
36069_at,1.56E-02,7.38E-03,-2.807142,-2.91097,-0.2490635,SRGAP2C///SRGAP2B///SRGAP2,SLIT-ROBO Rho GTPase activating protein 2C///SLIT-ROBO Rho GTPase activating protein 2B///SLIT-ROBO Rho GTPase activating protein 2
33917_at,1.56E-02,7.39E-03,-2.80666,-2.91212,-0.3393994,EPB41L1,erythrocyte membrane protein band 4.1 like 1
33326_at,1.56E-02,7.39E-03,2.806587,-2.91229,0.3577342,RAB21,"RAB21, member RAS oncogene family"
40611_s_at,1.56E-02,7.41E-03,-2.805987,-2.91372,-0.1281475,ZFR,zinc finger RNA binding protein
531_at,1.56E-02,7.41E-03,2.80593,-2.91385,0.4434162,GLIPR1,GLI pathogenesis related 1
32837_at,1.57E-02,7.42E-03,-2.80529,-2.91538,-0.2729586,AGPAT2,1-acylglycerol-3-phosphate O-acyltransferase 2
32684_at,1.57E-02,7.42E-03,-2.805078,-2.91588,-0.1854136,TMEM268,transmembrane protein 268
34263_s_at,1.57E-02,7.43E-03,-2.804748,-2.91667,-0.1321312,DIAPH2,diaphanous related formin 2
1462_s_at,1.57E-02,7.43E-03,-2.804628,-2.91695,-0.2494572,POLD1,"DAN polymerase delta 1, catalytic subunit"
40643_at,1.57E-02,7.46E-03,-2.803459,-2.91973,-0.1751885,ITGA2B,integrin subunit alpha 2b
33958_at,1.58E-02,7.49E-03,-2.801951,-2.92332,-0.1258492,,
1645_at,1.58E-02,7.50E-03,-2.801181,-2.92515,-0.1600216,KISS1,KiSS-1 metastasis-suppressor
40693_at,1.59E-02,7.52E-03,-2.799951,-2.92807,-0.1609084,KCNB1,potassium voltage-gated channel subfamily B member 1
41179_at,1.59E-02,7.53E-03,2.799662,-2.92876,0.5993303,RNF44,ring finger protein 44
38377_at,1.59E-02,7.54E-03,-2.799336,-2.92953,-0.1318568,KAT6A,lysine acetyltransferase 6A
201_s_at,1.59E-02,7.54E-03,2.799059,-2.93019,0.635403,B2M,beta-2-microglobulin
39987_at,1.59E-02,7.55E-03,-2.798554,-2.93139,-0.168017,FBXL4,F-box and leucine rich repeat protein 4
36283_at,1.59E-02,7.56E-03,-2.798428,-2.93169,-0.1685149,DDX6,DEAD-box helicase 6
33063_at,1.59E-02,7.56E-03,-2.79839,-2.93178,-0.1366138,GP1BA,glycoprotein Ib platelet alpha subunit
39869_at,1.59E-02,7.56E-03,-2.798135,-2.93239,-0.1478292,ELAC2,elaC ribonuclease Z 2
40941_at,1.59E-02,7.57E-03,-2.797762,-2.93327,-0.1486245,VAPB,VAMP associated protein B and C
38813_at,1.59E-02,7.58E-03,-2.797331,-2.9343,-0.2627032,TSC2,tuberous sclerosis 2
33596_at,1.60E-02,7.58E-03,-2.797026,-2.93502,-0.119599,SPOCK3,"sparc/osteonectin, cwcv and kazal-like domains proteoglycan (testican) 3"
32974_at,1.60E-02,7.58E-03,-2.797019,-2.93504,-0.2500791,EXOSC2,exosome component 2
35756_at,1.60E-02,7.59E-03,2.796875,-2.93538,0.5215119,GIPC1,GIPC PDZ domain containing family member 1
36717_at,1.60E-02,7.59E-03,-2.796671,-2.93587,-0.181615,LIAS,lipoic acid synthetase
37760_at,1.60E-02,7.60E-03,-2.795919,-2.93765,-0.4280187,BAIAP2,BAI1 associated protein 2
38890_at,1.60E-02,7.61E-03,-2.79575,-2.93805,-0.1447045,APCS,"amyloid P component, serum"
1833_at,1.60E-02,7.61E-03,2.795698,-2.93818,0.2833599,CDK2,cyclin dependent kinase 2
1420_s_at,1.60E-02,7.62E-03,2.795405,-2.93887,0.4896178,MIR1248///SNORA81///SNORA4///SNORD2///SNORA63///EIF4A2,"microRNA 1248///small nucleolar RNA, H/ACA box 81///small nucleolar RNA, H/ACA box 4///small nucleolar RNA, C/D box 2///small nucleolar RNA, H/ACA box 63///eukaryotic translation initiation factor 4A2"
604_at,1.60E-02,7.62E-03,2.795138,-2.93951,0.2024532,BRCA1,"BRCA1, DNA repair associated"
37563_at,1.60E-02,7.63E-03,-2.794794,-2.94032,-0.219725,SRGAP3,SLIT-ROBO Rho GTPase activating protein 3
33188_at,1.60E-02,7.63E-03,-2.794716,-2.94051,-0.2323746,PPIL2,peptidylprolyl isomerase like 2
39431_at,1.60E-02,7.64E-03,2.794186,-2.94176,0.3472518,NPEPPS,aminopeptidase puromycin sensitive
32503_at,1.61E-02,7.69E-03,-2.791798,-2.94743,-0.1848507,SNX27,sorting nexin family member 27
35339_at,1.61E-02,7.69E-03,2.79179,-2.94745,0.2778666,RAB8A,"RAB8A, member RAS oncogene family"
38424_at,1.61E-02,7.69E-03,2.791769,-2.9475,0.220596,ESYT1,extended synaptotagmin 1
36563_at,1.62E-02,7.70E-03,-2.791089,-2.94911,-0.1809841,COPG2IT1,COPG2 imprinted transcript 1 (non-protein coding)
40875_s_at,1.62E-02,7.70E-03,-2.791031,-2.94925,-0.3147816,SNRNP70,small nuclear ribonucleoprotein U1 subunit 70
41869_at,1.62E-02,7.74E-03,-2.789076,-2.95388,-0.2354562,PES1,pescadillo ribosomal biogenesis factor 1
36029_at,1.62E-02,7.74E-03,-2.789034,-2.95398,-0.341911,MPPED2,metallophosphoesterase domain containing 2
35406_at,1.63E-02,7.79E-03,-2.786891,-2.95906,-0.1908564,KALRN,"kalirin, RhoGEF kinase"
38886_i_at,1.63E-02,7.79E-03,-2.786735,-2.95943,-0.2329985,DIRAS3,DIRAS family GTPase 3
34087_at,1.63E-02,7.79E-03,-2.786594,-2.95976,-0.1393773,KCNK2,potassium two pore domain channel subfamily K member 2
36461_at,1.64E-02,7.80E-03,-2.786109,-2.96091,-0.2235382,TMED1,transmembrane p24 trafficking protein 1
39154_at,1.64E-02,7.81E-03,-2.785988,-2.9612,-0.328975,GADD45G,growth arrest and DNA damage inducible gamma
32770_at,1.64E-02,7.82E-03,2.78553,-2.96228,0.3111352,SEC24D,"SEC24 homolog D, COPII coat complex component"
38201_at,1.64E-02,7.82E-03,-2.785198,-2.96307,-0.380653,BCAT1,branched chain amino acid transaminase 1
35392_g_at,1.64E-02,7.82E-03,-2.785051,-2.96342,-0.2197816,ADAM22,ADAM metallopeptidase domain 22
33796_at,1.64E-02,7.83E-03,2.78504,-2.96344,0.5298693,ARL4A,ADP ribosylation factor like GTPase 4A
41135_at,1.64E-02,7.83E-03,-2.785021,-2.96349,-0.185658,RPL39,ribosomal protein L39
32722_at,1.64E-02,7.84E-03,-2.784451,-2.96484,-0.2380321,ARG2,arginase 2
34813_at,1.64E-02,7.84E-03,2.7843,-2.9652,0.3050211,EIF1AX,"eukaryotic translation initiation factor 1A, X-linked"
34059_at,1.64E-02,7.84E-03,-2.784238,-2.96534,-0.2751486,MIR1204///PVT1,microRNA 1204///Pvt1 oncogene (non-protein coding)
41487_at,1.64E-02,7.84E-03,-2.784205,-2.96542,-0.1491325,RASSF8,Ras association domain family member 8
37728_r_at,1.64E-02,7.85E-03,2.783755,-2.96649,0.4570304,RCN2,reticulocalbin 2
35012_at,1.64E-02,7.86E-03,2.783563,-2.96694,1.0364006,MNDA,myeloid cell nuclear differentiation antigen
34425_at,1.65E-02,7.87E-03,2.783054,-2.96815,0.1602101,MR1,"major histocompatibility complex, class I-related"
37924_g_at,1.65E-02,7.88E-03,-2.782144,-2.9703,-0.129026,APOM,apolipoprotein M
32062_at,1.65E-02,7.89E-03,-2.781973,-2.9707,-0.2020733,LRRC14,leucine rich repeat containing 14
39001_at,1.65E-02,7.90E-03,-2.781624,-2.97153,-0.1961511,MDH2,malate dehydrogenase 2
33468_at,1.65E-02,7.91E-03,-2.780994,-2.97302,-0.5079217,DSG2,desmoglein 2
34022_at,1.65E-02,7.91E-03,-2.780795,-2.97349,-0.6070864,CXCL3,C-X-C motif chemokine ligand 3
31402_at,1.65E-02,7.91E-03,2.780715,-2.97368,0.1643232,HMHB1,histocompatibility minor HB-1
41343_at,1.66E-02,7.93E-03,2.7799,-2.97561,0.3197336,CDS2,CDP-diacylglycerol synthase 2
39533_at,1.66E-02,7.93E-03,-2.779857,-2.97571,-0.2979739,SLC7A6,solute carrier family 7 member 6
1224_at,1.66E-02,7.94E-03,-2.779427,-2.97672,-0.2983197,CDK16,cyclin dependent kinase 16
35690_s_at,1.66E-02,7.94E-03,-2.779421,-2.97674,-0.1802862,NFIX,nuclear factor I X
36997_at,1.66E-02,7.95E-03,-2.77891,-2.97795,-0.2491086,AK1,adenylate kinase 1
753_at,1.66E-02,7.96E-03,2.778444,-2.97905,0.5294615,NID2,nidogen 2
264_at,1.66E-02,7.97E-03,-2.778139,-2.97977,-0.2685966,ADRA2A,adrenoceptor alpha 2A
31848_at,1.66E-02,7.97E-03,-2.778008,-2.98008,-0.1691754,CADPS,calcium dependent secretion activator
111_at,1.66E-02,7.97E-03,-2.777869,-2.98041,-0.2923605,RABGGTA,Rab geranylgeranyltransferase alpha subunit
35172_at,1.66E-02,7.98E-03,2.777762,-2.98066,0.4851366,TPST2,tyrosylprotein sulfotransferase 2
39233_at,1.67E-02,7.99E-03,2.776966,-2.98254,0.2338545,MRE11A,"MRE11 homolog A, double strand break repair nuclease"
35642_at,1.67E-02,7.99E-03,2.776841,-2.98284,0.3714715,MTX2,metaxin 2
1601_s_at,1.67E-02,8.00E-03,-2.776728,-2.9831,-0.2670889,IGFBP5,insulin like growth factor binding protein 5
1115_at,1.67E-02,8.00E-03,-2.776642,-2.98331,-0.2649004,PF4,platelet factor 4
33062_at,1.67E-02,8.01E-03,-2.775982,-2.98487,-0.1987574,ZNF548,zinc finger protein 548
35815_at,1.67E-02,8.03E-03,-2.775376,-2.9863,-0.1507541,SETD2,SET domain containing 2
1952_s_at,1.67E-02,8.03E-03,2.775224,-2.98665,0.1959968,SMAD5,SMAD family member 5
39192_at,1.67E-02,8.03E-03,-2.775027,-2.98712,-0.187129,,
31425_g_at,1.67E-02,8.04E-03,-2.774705,-2.98788,-0.1782161,OR2F2///OR2F1,olfactory receptor family 2 subfamily F member 2///olfactory receptor family 2 subfamily F member 1 (gene/pseudogene)
1983_at,1.68E-02,8.04E-03,-2.774525,-2.98831,-0.3618372,CCND2,cyclin D2
34290_f_at,1.68E-02,8.06E-03,-2.773813,-2.98999,-0.2574572,MED24,mediator complex subunit 24
41396_at,1.68E-02,8.07E-03,-2.773268,-2.99127,-0.2188581,CLIP2,CAP-Gly domain containing linker protein 2
36028_at,1.68E-02,8.07E-03,-2.773148,-2.99156,-0.2525949,TCIRG1,"T-cell immune regulator 1, ATPase H+ transporting V0 subunit a3"
36397_at,1.68E-02,8.07E-03,2.773029,-2.99184,0.1803688,CHRNA5,cholinergic receptor nicotinic alpha 5 subunit
37457_at,1.68E-02,8.08E-03,-2.772588,-2.99288,-0.1941199,LRRTM2,leucine rich repeat transmembrane neuronal 2
31509_at,1.69E-02,8.11E-03,2.771328,-2.99585,0.2479991,RPL13,ribosomal protein L13
31497_at,1.69E-02,8.13E-03,2.77056,-2.99767,0.4113799,GAGE8///GAGE2A///GAGE2D///GAGE13///GAGE2B///GAGE2E///GAGE2C///GAGE1,G antigen 8///G antigen 2A///G antigen 2D///G antigen 13///G antigen 2B///G antigen 2E///G antigen 2C///G antigen 1
656_at,1.69E-02,8.13E-03,2.770376,-2.9981,0.5424007,INPP1,inositol polyphosphate-1-phosphatase
41536_at,1.69E-02,8.14E-03,2.769945,-2.99911,0.3682012,ID4,"inhibitor of DNA binding 4, HLH protein"
31316_at,1.69E-02,8.14E-03,-2.769858,-2.99932,-0.1642767,,
31922_i_at,1.70E-02,8.16E-03,-2.769064,-3.00119,-0.2104236,,
974_at,1.70E-02,8.16E-03,-2.769045,-3.00124,-0.2600784,MAP3K14,mitogen-activated protein kinase kinase kinase 14
38787_at,1.70E-02,8.17E-03,-2.768395,-3.00277,-0.1529659,PML,promyelocytic leukemia
551_at,1.70E-02,8.18E-03,-2.768225,-3.00317,-0.193842,EP300,E1A binding protein p300
31440_at,1.70E-02,8.18E-03,-2.767994,-3.00372,-0.1813637,TCF7,"transcription factor 7 (T-cell specific, HMG-box)"
1281_f_at,1.70E-02,8.19E-03,-2.767744,-3.00431,-0.3098927,MKNK2,MAP kinase interacting serine/threonine kinase 2
38996_at,1.70E-02,8.19E-03,-2.767712,-3.00438,-0.3255667,ERF,ETS2 repressor factor
